,ID,PurchaseCount,Days_Since_Last_Purchase,Total_Transactions_Unique,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,Spender_Category_Num,Frequency_Category_Num
1096,218056.0,1,59,1,1,15.75,15.75,1,0.0,1,16,15.75,0.0,0.0,2,2
1097,218567.0,1,2,1,1,24.76,24.76,1,0.0,2,16,24.76,0.0,0.0,2,2
1098,240578.0,1,79,1,1,42.95,42.95,1,0.0,2,1,42.95,0.0,0.0,3,2
1099,260060.0,1,8,1,1,6.92,6.92,1,0.0,3,13,6.92,0.0,0.0,2,2
1100,260879.0,1,100,1,1,10.96,10.96,1,0.0,2,20,10.96,0.0,0.0,2,2
1101,266018.0,1,52,1,1,24.97,24.97,1,0.0,1,19,24.97,0.0,0.0,3,2
1102,274212.0,1,128,1,1,7.64,7.64,1,0.0,2,9,7.64,0.0,0.0,2,2
1103,276771.0,1,79,1,1,31.99,31.99,1,0.0,2,5,31.99,0.0,0.0,2,2
1104,279868.0,1,64,1,1,9.45,9.45,1,0.0,3,15,9.45,0.0,0.0,2,2
1105,280138.0,1,78,1,1,17.05,17.05,1,0.0,3,0,17.05,0.0,0.0,2,2
1106,289821.0,1,66,1,1,16.49,16.49,1,0.0,1,22,16.49,0.0,0.0,2,2
1107,292000.0,1,92,1,1,31.68,31.68,1,0.0,3,7,31.68,0.0,0.0,2,2
1108,300068.0,1,8,1,1,37.03,37.03,1,0.0,3,10,37.03,0.0,0.0,3,2
1109,304469.0,1,65,1,1,10.99,10.99,1,0.0,2,18,10.99,0.0,0.0,2,2
1110,311853.0,1,100,1,1,4.57,4.57,1,0.0,2,14,4.57,0.0,0.0,1,2
1111,313932.0,1,92,1,1,39.99,39.99,1,0.0,3,4,39.99,0.0,0.0,3,2
1112,327743.0,1,3,1,1,9.97,9.97,1,0.0,1,16,9.97,0.0,0.0,2,2
1113,338063.0,1,7,1,1,18.69,18.69,1,0.0,4,6,18.69,0.0,0.0,2,2
1114,340167.0,1,121,1,1,7.98,7.98,1,0.0,2,15,7.98,0.0,0.0,2,2
1115,351537.0,1,115,1,1,183.58,183.58,1,0.0,1,15,183.58,0.0,0.0,2,2
1116,353508.0,1,122,1,1,15.93,15.93,1,0.0,1,15,15.93,0.0,0.0,2,2
1117,357436.0,1,115,1,1,27.99,27.99,1,0.0,1,18,27.99,0.0,0.0,2,2
1118,368072.0,1,65,1,1,8.97,8.97,1,0.0,2,17,8.97,0.0,0.0,2,2
1119,374406.0,1,99,1,1,10.95,10.95,1,0.0,3,2,10.95,0.0,0.0,2,2
1120,376081.0,1,85,1,1,5.98,5.98,1,0.0,3,5,5.98,0.0,0.0,1,2
1121,387213.0,1,66,1,1,10.0,10.0,1,0.0,1,18,10.0,0.0,0.0,1,2
1122,405285.0,1,80,1,1,12.99,12.99,1,0.0,1,15,12.99,0.0,0.0,2,2
1123,406339.0,1,31,1,1,4.48,4.48,1,0.0,1,20,4.48,0.0,0.0,2,2
1124,408254.0,1,42,1,1,17.37,17.37,1,0.0,4,5,17.37,0.0,0.0,2,2
1125,408923.0,1,114,1,1,29.73,29.73,1,0.0,2,1,29.73,0.0,0.0,2,2
1126,420284.0,1,93,1,1,10.83,10.83,1,0.0,2,1,10.83,0.0,0.0,2,2
1127,424261.0,1,107,1,1,20.52,20.52,1,0.0,2,1,20.52,0.0,0.0,3,2
1128,425221.0,1,86,1,1,22.99,22.99,1,0.0,2,14,22.99,0.0,0.0,2,2
1129,432335.0,1,115,1,1,12.99,12.99,1,0.0,1,23,12.99,0.0,0.0,2,2
1130,433215.0,1,58,1,1,16.93,16.93,1,0.0,2,9,16.93,0.0,0.0,2,2
1131,434302.0,1,65,1,1,4.97,4.97,1,0.0,2,6,4.97,0.0,0.0,2,2
1132,446157.0,1,93,1,1,12.99,12.99,1,0.0,2,5,12.99,0.0,0.0,2,2
1133,446740.0,1,24,1,1,9.98,9.98,1,0.0,1,23,9.98,0.0,0.0,2,2
1134,449809.0,1,59,1,1,39.99,39.99,1,0.0,1,16,39.99,0.0,0.0,2,2
1135,450619.0,1,85,1,1,9.23,9.23,1,0.0,3,2,9.23,0.0,0.0,2,2
1136,453279.0,1,114,1,1,4.94,4.94,1,0.0,2,11,4.94,0.0,0.0,1,2
1137,453528.0,1,6,1,1,9.21,9.21,1,0.0,5,1,9.21,0.0,0.0,2,2
1138,455826.0,1,22,1,1,48.22,48.22,1,0.0,3,1,48.22,0.0,0.0,2,2
1139,459982.0,1,121,1,1,7.44,7.44,1,0.0,2,23,7.44,0.0,0.0,2,2
1140,460078.0,1,30,1,1,7.95,7.95,1,0.0,2,11,7.95,0.0,0.0,2,2
1141,462224.0,1,2,1,1,18.21,18.21,1,0.0,2,1,18.21,0.0,0.0,2,2
1142,464613.0,1,52,1,1,8.99,8.99,1,0.0,1,20,8.99,0.0,0.0,2,2
1143,466512.0,1,9,1,1,7.54,7.54,1,0.0,2,11,7.54,0.0,0.0,2,2
1144,472828.0,1,51,1,1,3.97,3.97,1,0.0,2,11,3.97,0.0,0.0,2,2
1145,480504.0,1,17,1,1,69.97,69.97,1,0.0,1,17,69.97,0.0,0.0,2,2
1146,484847.0,1,1,1,1,5.97,5.97,1,0.0,3,16,5.97,0.0,0.0,2,2
1147,495862.0,1,108,1,1,8.59,8.59,1,0.0,1,22,8.59,0.0,0.0,1,2
1148,499804.0,1,87,1,1,29.99,29.99,1,0.0,1,16,29.99,0.0,0.0,2,2
1149,523572.0,1,44,1,1,14.99,14.99,1,0.0,2,16,14.99,0.0,0.0,2,2
1150,529727.0,1,72,1,1,24.99,24.99,1,0.0,2,6,24.99,0.0,0.0,2,2
1151,530654.0,1,128,1,1,8.42,8.42,1,0.0,2,3,8.42,0.0,0.0,2,2
1152,532038.0,1,43,1,1,209.0,209.0,1,0.0,3,6,209.0,0.0,0.0,6,2
1153,537177.0,1,9,1,1,8.99,8.99,1,0.0,2,19,8.99,0.0,0.0,2,2
1154,543948.0,1,79,1,1,2.62,2.62,1,0.0,2,8,2.62,0.0,0.0,1,2
1155,546538.0,1,30,1,1,17.25,17.25,1,0.0,2,11,17.25,0.0,0.0,2,2
1156,557572.0,1,99,1,1,2.0,2.0,1,0.0,3,4,2.0,0.0,0.0,2,2
1157,564477.0,1,99,1,1,6.92,6.92,1,0.0,3,7,6.92,0.0,0.0,1,2
1158,584442.0,1,99,1,1,15.98,15.98,1,0.0,3,9,15.98,0.0,0.0,2,2
1159,591232.0,1,114,1,1,11.99,11.99,1,0.0,2,10,11.99,0.0,0.0,2,2
1160,594590.0,1,7,1,1,4.98,4.98,1,0.0,4,6,4.98,0.0,0.0,2,2
1161,599785.0,1,23,1,1,14.99,14.99,1,0.0,2,5,14.99,0.0,0.0,3,2
1162,602801.0,1,106,1,1,7.27,7.27,1,0.0,3,0,7.27,0.0,0.0,1,2
1163,606632.0,1,2,1,1,18.59,18.59,1,0.0,2,13,18.59,0.0,0.0,2,2
1164,607812.0,1,128,1,1,15.58,15.58,1,0.0,2,9,15.58,0.0,0.0,2,2
1165,615084.0,1,87,1,1,38.5,38.5,1,0.0,1,23,38.5,0.0,0.0,2,2
1166,622038.0,1,16,1,1,16.9,16.9,1,0.0,2,21,16.9,0.0,0.0,2,2
1167,624359.0,1,121,1,1,7.83,7.83,1,0.0,2,3,7.83,0.0,0.0,2,2
1168,629114.0,1,37,1,1,46.85,46.85,1,0.0,2,2,46.85,0.0,0.0,2,2
1169,629180.0,1,51,1,1,169.95,169.95,1,0.0,2,1,169.95,0.0,0.0,5,2
1170,647767.0,1,78,1,1,22.27,22.27,1,0.0,3,0,22.27,0.0,0.0,2,2
1171,659146.0,1,115,1,1,60.81,60.81,1,0.0,1,22,60.81,0.0,0.0,4,2
1172,660371.0,1,121,1,1,6.17,6.17,1,0.0,2,19,6.17,0.0,0.0,2,2
1173,666385.0,1,30,1,1,33.36,33.36,1,0.0,2,9,33.36,0.0,0.0,3,2
1174,667788.0,1,52,1,1,3.78,3.78,1,0.0,1,14,3.78,0.0,0.0,2,2
1175,672994.0,1,65,1,1,7.99,7.99,1,0.0,2,5,7.99,0.0,0.0,2,2
1176,678782.0,1,45,1,1,49.18,49.18,1,0.0,1,16,49.18,0.0,0.0,2,2
1177,690608.0,1,9,1,1,4.97,4.97,1,0.0,2,17,4.97,0.0,0.0,1,2
1178,694649.0,1,31,1,1,38.37,38.37,1,0.0,1,16,38.37,0.0,0.0,2,2
1179,694800.0,1,122,1,1,12.99,12.99,1,0.0,1,22,12.99,0.0,0.0,2,2
1180,695098.0,1,79,1,1,7.09,7.09,1,0.0,2,1,7.09,0.0,0.0,2,2
1181,697868.0,1,52,1,1,4.48,4.48,1,0.0,1,18,4.48,0.0,0.0,1,2
1182,709940.0,1,86,1,1,7.44,7.44,1,0.0,2,14,7.44,0.0,0.0,1,2
1183,710921.0,1,86,1,1,24.63,24.63,1,0.0,2,18,24.63,0.0,0.0,2,2
1184,717014.0,1,65,1,1,12.82,12.82,1,0.0,2,2,12.82,0.0,0.0,2,2
1185,719812.0,1,58,1,1,9.5,9.5,1,0.0,2,1,9.5,0.0,0.0,2,2
1186,727204.0,1,92,1,1,5.64,5.64,1,0.0,3,12,5.64,0.0,0.0,2,2
1187,730755.0,1,93,1,1,19.99,19.99,1,0.0,2,2,19.99,0.0,0.0,2,2
1188,761328.0,1,114,1,1,68.0,68.0,1,0.0,2,3,68.0,0.0,0.0,2,2
1189,782533.0,1,24,1,1,4.94,4.94,1,0.0,1,20,4.94,0.0,0.0,1,2
1190,788719.0,1,51,1,1,4.47,4.47,1,0.0,2,11,4.47,0.0,0.0,1,2
1191,795649.0,1,128,1,1,11.95,11.95,1,0.0,2,8,11.95,0.0,0.0,2,2
1192,798867.0,1,37,1,1,32.25,32.25,1,0.0,2,11,32.25,0.0,0.0,2,2
1193,803761.0,1,51,1,1,24.28,24.28,1,0.0,2,0,24.28,0.0,0.0,3,2
1194,810569.0,1,120,1,1,16.9,16.9,1,0.0,3,0,16.9,0.0,0.0,2,2
1195,810655.0,1,107,1,1,15.99,15.99,1,0.0,2,1,15.99,0.0,0.0,2,2
1196,814258.0,1,93,1,1,18.36,18.36,1,0.0,2,6,18.36,0.0,0.0,2,2
1197,819345.0,1,121,1,1,15.36,15.36,1,0.0,2,5,15.36,0.0,0.0,2,2
1198,830481.0,1,43,1,1,38.49,38.49,1,0.0,3,6,38.49,0.0,0.0,2,2
1199,839360.0,1,43,1,1,15.49,15.49,1,0.0,3,3,15.49,0.0,0.0,3,2
1200,854707.0,1,79,1,1,8.99,8.99,1,0.0,2,10,8.99,0.0,0.0,1,2
1201,871798.0,1,92,1,1,6.59,6.59,1,0.0,3,7,6.59,0.0,0.0,1,2
1202,896835.0,1,93,1,1,37.6,37.6,1,0.0,2,9,37.6,0.0,0.0,2,2
1203,898316.0,1,30,1,1,12.3,12.3,1,0.0,2,8,12.3,0.0,0.0,1,2
1204,899736.0,1,87,1,1,21.94,21.94,1,0.0,1,18,21.94,0.0,0.0,2,2
1205,903848.0,1,2,1,1,19.98,19.98,1,0.0,2,23,19.98,0.0,0.0,2,2
1206,904325.0,1,87,1,1,24.87,24.87,1,0.0,1,23,24.87,0.0,0.0,2,2
1207,914164.0,1,94,1,1,1.64,1.64,1,0.0,1,23,1.64,0.0,0.0,1,2
1208,919822.0,1,86,1,1,55.0,55.0,1,0.0,2,18,55.0,0.0,0.0,2,2
1209,935096.0,1,52,1,1,9.99,9.99,1,0.0,1,19,9.99,0.0,0.0,2,2
1210,963446.0,1,128,1,1,28.99,28.99,1,0.0,2,3,28.99,0.0,0.0,2,2
1211,977921.0,1,30,1,1,28.98,28.98,1,0.0,2,10,28.98,0.0,0.0,3,2
1212,983292.0,1,79,1,1,10.12,10.12,1,0.0,2,1,10.12,0.0,0.0,2,2
1213,987080.0,1,79,1,1,9.89,9.89,1,0.0,2,11,9.89,0.0,0.0,1,2
1214,988426.0,1,92,1,1,5.64,5.64,1,0.0,3,12,5.64,0.0,0.0,2,2
1215,989188.0,1,64,1,1,5.54,5.54,1,0.0,3,16,5.54,0.0,0.0,2,2
1216,996374.0,1,71,1,1,12.59,12.59,1,0.0,3,1,12.59,0.0,0.0,2,2
1217,999367.0,1,37,1,1,5.0,5.0,1,0.0,2,2,5.0,0.0,0.0,2,2
1218,1152777.0,1,6,1,1,5.24,5.24,1,0.0,5,2,5.24,0.0,0.0,2,2
1219,1205384.0,1,30,1,1,8.97,8.97,1,0.0,2,6,8.97,0.0,0.0,2,2
1220,1296369.0,1,58,1,1,31.2,31.2,1,0.0,2,11,31.2,0.0,0.0,3,2
1221,1310914.0,1,30,1,1,119.99,119.99,1,0.0,2,6,119.99,0.0,0.0,5,2
1222,1557456.0,1,114,1,1,9.2,9.2,1,0.0,2,7,9.2,0.0,0.0,2,2
1223,1611268.0,1,73,1,1,4.75,4.75,1,0.0,1,21,4.75,0.0,0.0,2,2
1224,1893379.0,1,42,1,1,23.55,23.55,1,0.0,4,5,23.55,0.0,0.0,1,2
1225,1932342.0,1,86,1,1,3.98,3.98,1,0.0,2,11,3.98,0.0,0.0,1,2
1226,1935462.0,1,58,1,1,41.15,41.15,1,0.0,2,11,41.15,0.0,0.0,2,2
1227,1981777.0,1,107,1,1,6.98,6.98,1,0.0,2,20,6.98,0.0,0.0,2,2
1228,2013709.0,1,72,1,1,17.63,17.63,1,0.0,2,9,17.63,0.0,0.0,2,2
1229,2067080.0,1,93,1,1,15.4,15.4,1,0.0,2,15,15.4,0.0,0.0,2,2
1230,2236160.0,1,42,1,1,22.47,22.47,1,0.0,4,9,22.47,0.0,0.0,2,2
1231,2271891.0,1,7,1,1,23.47,23.47,1,0.0,4,13,23.47,0.0,0.0,2,2
1232,2430051.0,1,87,1,1,66.76,66.76,1,0.0,1,22,66.76,0.0,0.0,2,2
1233,2468142.0,1,85,1,1,6.95,6.95,1,0.0,3,5,6.95,0.0,0.0,1,2
1234,2509108.0,1,44,1,1,8.16,8.16,1,0.0,2,18,8.16,0.0,0.0,2,2
1235,2640618.0,1,9,1,1,6.76,6.76,1,0.0,2,12,6.76,0.0,0.0,2,2
1236,2665601.0,1,73,1,1,10.99,10.99,1,0.0,1,21,10.99,0.0,0.0,2,2
1237,2666376.0,1,108,1,1,9.22,9.22,1,0.0,1,21,9.22,0.0,0.0,1,2
1238,2707698.0,1,99,1,1,15.5,15.5,1,0.0,3,7,15.5,0.0,0.0,2,2
1239,2811949.0,1,3,1,1,13.99,13.99,1,0.0,1,17,13.99,0.0,0.0,2,2
1240,3145276.0,1,72,1,1,4.77,4.77,1,0.0,2,1,4.77,0.0,0.0,2,2
1241,3153223.0,1,93,1,1,30.99,30.99,1,0.0,2,19,30.99,0.0,0.0,2,2
1242,3191715.0,1,87,1,1,43.82,43.82,1,0.0,1,22,43.82,0.0,0.0,3,2
1243,3193743.0,1,92,1,1,5.82,5.82,1,0.0,3,11,5.82,0.0,0.0,2,2
1244,3359528.0,1,8,1,1,19.49,19.49,1,0.0,3,5,19.49,0.0,0.0,2,2
1245,3551096.0,1,108,1,1,6.97,6.97,1,0.0,1,20,6.97,0.0,0.0,1,2
1246,3610035.0,1,79,1,1,18.9,18.9,1,0.0,2,21,18.9,0.0,0.0,2,2
1247,3614474.0,1,108,1,1,3.94,3.94,1,0.0,1,16,3.94,0.0,0.0,2,2
1248,3754211.0,1,31,1,1,14.99,14.99,1,0.0,1,16,14.99,0.0,0.0,2,2
1249,3890640.0,1,107,1,1,3.97,3.97,1,0.0,2,23,3.97,0.0,0.0,2,2
1250,4126251.0,1,85,1,1,31.44,31.44,1,0.0,3,5,31.44,0.0,0.0,2,2
1251,4130311.0,1,79,1,1,12.9,12.9,1,0.0,2,18,12.9,0.0,0.0,2,2
1252,4135530.0,1,51,1,1,5.82,5.82,1,0.0,2,11,5.82,0.0,0.0,2,2
1253,4144994.0,1,99,1,1,25.71,25.71,1,0.0,3,14,25.71,0.0,0.0,2,2
1254,4260055.0,1,44,1,1,16.99,16.99,1,0.0,2,23,16.99,0.0,0.0,2,2
1255,4285900.0,1,86,1,1,3.84,3.84,1,0.0,2,10,3.84,0.0,0.0,2,2
1256,4377900.0,1,100,1,1,2.97,2.97,1,0.0,2,21,2.97,0.0,0.0,1,2
1257,4420030.0,1,92,1,1,29.99,29.99,1,0.0,3,5,29.99,0.0,0.0,2,2
1258,4585544.0,1,64,1,1,20.99,20.99,1,0.0,3,20,20.99,0.0,0.0,2,2
1259,4655798.0,1,30,1,1,29.99,29.99,1,0.0,2,8,29.99,0.0,0.0,2,2
1260,4718472.0,1,16,1,1,14.95,14.95,1,0.0,2,21,14.95,0.0,0.0,2,2
1261,4845076.0,1,1,1,1,5.95,5.95,1,0.0,3,15,5.95,0.0,0.0,2,2
1262,4883158.0,1,51,1,1,17.95,17.95,1,0.0,2,0,17.95,0.0,0.0,2,2
1263,4889550.0,1,107,1,1,4.69,4.69,1,0.0,2,2,4.69,0.0,0.0,2,2
1264,5400539.0,1,43,1,1,44.95,44.95,1,0.0,3,3,44.95,0.0,0.0,3,2
1265,5764116.0,1,86,1,1,4.39,4.39,1,0.0,2,5,4.39,0.0,0.0,2,2
1266,5826132.0,1,3,1,1,4.94,4.94,1,0.0,1,15,4.94,0.0,0.0,1,2
1267,5868162.0,1,115,1,1,8.97,8.97,1,0.0,1,21,8.97,0.0,0.0,2,2
1268,5870618.0,1,107,1,1,20.83,20.83,1,0.0,2,21,20.83,0.0,0.0,3,2
1269,5904478.0,1,87,1,1,30.77,30.77,1,0.0,1,23,30.77,0.0,0.0,3,2
1270,5914647.0,1,114,1,1,1.0,1.0,1,0.0,2,7,1.0,0.0,0.0,1,2
1271,6046137.0,1,43,1,1,27.6,27.6,1,0.0,3,1,27.6,0.0,0.0,2,2
1272,6076963.0,1,121,1,1,10.54,10.54,1,0.0,2,3,10.54,0.0,0.0,7,2
1273,6079680.0,1,87,1,1,13.36,13.36,1,0.0,1,22,13.36,0.0,0.0,2,2
1274,6122990.0,1,92,1,1,9.99,9.99,1,0.0,3,7,9.99,0.0,0.0,2,2
1275,6172022.0,1,108,1,1,1.64,1.64,1,0.0,1,16,1.64,0.0,0.0,1,2
1276,6295805.0,1,9,1,1,11.99,11.99,1,0.0,2,15,11.99,0.0,0.0,2,2
1277,6313953.0,1,9,1,1,4.75,4.75,1,0.0,2,1,4.75,0.0,0.0,2,2
1278,6493977.0,1,30,1,1,32.5,32.5,1,0.0,2,8,32.5,0.0,0.0,1,2
1279,6518705.0,1,52,1,1,10.16,10.16,1,0.0,1,20,10.16,0.0,0.0,2,2
1280,6756570.0,1,121,1,1,9.82,9.82,1,0.0,2,21,9.82,0.0,0.0,2,2
1281,6772613.0,1,85,1,1,4.76,4.76,1,0.0,3,2,4.76,0.0,0.0,2,2
1282,6898531.0,1,79,1,1,16.18,16.18,1,0.0,2,20,16.18,0.0,0.0,2,2
1283,6956489.0,1,93,1,1,8.44,8.44,1,0.0,2,9,8.44,0.0,0.0,1,2
1284,7121281.0,1,94,1,1,13.53,13.53,1,0.0,1,15,13.53,0.0,0.0,2,2
1285,7204736.0,1,100,1,1,8.38,8.38,1,0.0,2,21,8.38,0.0,0.0,2,2
1286,7368610.0,1,37,1,1,8.75,8.75,1,0.0,2,1,8.75,0.0,0.0,1,2
1287,7419100.0,1,94,1,1,5.99,5.99,1,0.0,1,16,5.99,0.0,0.0,1,2
1288,7607866.0,1,15,1,1,8.99,8.99,1,0.0,3,16,8.99,0.0,0.0,2,2
1289,7620903.0,1,44,1,1,7.94,7.94,1,0.0,2,13,7.94,0.0,0.0,1,2
1290,7636365.0,1,17,1,1,45.9,45.9,1,0.0,1,21,45.9,0.0,0.0,2,2
1291,7644009.0,1,15,1,1,21.47,21.47,1,0.0,3,3,21.47,0.0,0.0,3,2
1292,7790508.0,1,99,1,1,15.55,15.55,1,0.0,3,14,15.55,0.0,0.0,2,2
1293,7805799.0,1,114,1,1,14.9,14.9,1,0.0,2,9,14.9,0.0,0.0,2,2
1294,8093190.0,1,93,1,1,25.29,25.29,1,0.0,2,9,25.29,0.0,0.0,2,2
1295,8190033.0,1,128,1,1,9.99,9.99,1,0.0,2,9,9.99,0.0,0.0,1,2
1296,8211210.0,1,108,1,1,9.95,9.95,1,0.0,1,18,9.95,0.0,0.0,2,2
1297,8311274.0,1,92,1,1,37.99,37.99,1,0.0,3,4,37.99,0.0,0.0,2,2
1298,8385822.0,1,51,1,1,29.94,29.94,1,0.0,2,11,29.94,0.0,0.0,3,2
1299,8449543.0,1,65,1,1,15.68,15.68,1,0.0,2,18,15.68,0.0,0.0,2,2
1300,8491042.0,1,58,1,1,8.29,8.29,1,0.0,2,15,8.29,0.0,0.0,2,2
1301,8501353.0,1,128,1,1,27.31,27.31,1,0.0,2,1,27.31,0.0,0.0,2,2
1302,8575681.0,1,93,1,1,8.98,8.98,1,0.0,2,10,8.98,0.0,0.0,1,2
1303,8641995.0,1,93,1,1,13.62,13.62,1,0.0,2,21,13.62,0.0,0.0,2,2
1304,8680378.0,1,79,1,1,23.95,23.95,1,0.0,2,13,23.95,0.0,0.0,2,2
1305,8808623.0,1,99,1,1,31.09,31.09,1,0.0,3,13,31.09,0.0,0.0,2,2
1306,8833088.0,1,100,1,1,3.68,3.68,1,0.0,2,17,3.68,0.0,0.0,2,2
1307,9002047.0,1,107,1,1,19.61,19.61,1,0.0,2,7,19.61,0.0,0.0,2,2
1308,9027719.0,1,38,1,1,4.78,4.78,1,0.0,1,21,4.78,0.0,0.0,1,2
1309,9244681.0,1,66,1,1,10.0,10.0,1,0.0,1,18,10.0,0.0,0.0,2,2
1310,9334330.0,1,16,1,1,19.05,19.05,1,0.0,2,6,19.05,0.0,0.0,2,2
1311,9391951.0,1,79,1,1,10.99,10.99,1,0.0,2,18,10.99,0.0,0.0,2,2
1312,9426287.0,1,93,1,1,16.25,16.25,1,0.0,2,2,16.25,0.0,0.0,2,2
1313,9657918.0,1,114,1,1,34.03,34.03,1,0.0,2,6,34.03,0.0,0.0,2,2
1314,9694503.0,1,100,1,1,5.98,5.98,1,0.0,2,14,5.98,0.0,0.0,2,2
1315,9755785.0,1,8,1,1,17.99,17.99,1,0.0,3,6,17.99,0.0,0.0,2,2
1316,9836460.0,1,128,1,1,4.99,4.99,1,0.0,2,5,4.99,0.0,0.0,2,2
1317,9874530.0,1,2,1,1,60.78,60.78,1,0.0,2,9,60.78,0.0,0.0,2,2
1318,9964062.0,1,51,1,1,34.37,34.37,1,0.0,2,9,34.37,0.0,0.0,3,2
1319,11290790.0,1,79,1,1,5.74,5.74,1,0.0,2,12,5.74,0.0,0.0,1,2
1320,16709248.0,1,72,1,1,17.94,17.94,1,0.0,2,17,17.94,0.0,0.0,2,2
1321,17170447.0,1,8,1,1,7.89,7.89,1,0.0,3,16,7.89,0.0,0.0,1,2
1322,18789682.0,1,43,1,1,7.99,7.99,1,0.0,3,5,7.99,0.0,0.0,2,2
1323,19861579.0,1,122,1,1,7.72,7.72,1,0.0,1,18,7.72,0.0,0.0,2,2
1324,22156711.0,1,65,1,1,6.99,6.99,1,0.0,2,19,6.99,0.0,0.0,2,2
1325,24392461.0,1,121,1,1,5.99,5.99,1,0.0,2,19,5.99,0.0,0.0,2,2
1326,25182956.0,1,79,1,1,3.48,3.48,1,0.0,2,4,3.48,0.0,0.0,2,2
1327,28939159.0,1,128,1,1,18.81,18.81,1,0.0,2,6,18.81,0.0,0.0,2,2
1328,30394128.0,1,107,1,1,16.99,16.99,1,0.0,2,3,16.99,0.0,0.0,2,2
1329,31306647.0,1,99,1,1,39.99,39.99,1,0.0,3,9,39.99,0.0,0.0,2,2
1330,33002053.0,1,79,1,1,19.98,19.98,1,0.0,2,5,19.98,0.0,0.0,2,2
1331,34397470.0,1,122,1,1,15.99,15.99,1,0.0,1,21,15.99,0.0,0.0,2,2
1332,36747468.0,1,45,1,1,10.5,10.5,1,0.0,1,17,10.5,0.0,0.0,2,2
1333,40038249.0,1,72,1,1,4.78,4.78,1,0.0,2,3,4.78,0.0,0.0,2,2
1334,41497466.0,1,107,1,1,17.8,17.8,1,0.0,2,11,17.8,0.0,0.0,2,2
1335,41700584.0,1,122,1,1,600.18,600.18,1,0.0,1,18,600.18,0.0,0.0,6,2
1336,48088383.0,1,78,1,1,4.9,4.9,1,0.0,3,0,4.9,0.0,0.0,2,2
1337,50423500.0,1,128,1,1,36.99,36.99,1,0.0,2,1,36.99,0.0,0.0,2,2
1338,50707693.0,1,3,1,1,10.24,10.24,1,0.0,1,18,10.24,0.0,0.0,2,2
1339,52501281.0,1,7,1,1,19.76,19.76,1,0.0,4,5,19.76,0.0,0.0,2,2
1340,58143585.0,1,65,1,1,6.07,6.07,1,0.0,2,3,6.07,0.0,0.0,2,2
1341,59782151.0,1,66,1,1,10.37,10.37,1,0.0,1,19,10.37,0.0,0.0,2,2
1342,61253016.0,1,7,1,1,21.51,21.51,1,0.0,4,16,21.51,0.0,0.0,2,2
1343,62503628.0,1,2,1,1,27.72,27.72,1,0.0,2,2,27.72,0.0,0.0,3,2
1344,62521019.0,1,108,1,1,20.87,20.87,1,0.0,1,18,20.87,0.0,0.0,3,2
1345,62813156.0,1,65,1,1,13.99,13.99,1,0.0,2,19,13.99,0.0,0.0,1,2
1346,63373785.0,1,2,1,1,26.95,26.95,1,0.0,2,3,26.95,0.0,0.0,3,2
1347,64781556.0,1,79,1,1,12.99,12.99,1,0.0,2,3,12.99,0.0,0.0,2,2
1348,65225268.0,1,114,1,1,315.21,315.21,1,0.0,2,7,315.21,0.0,0.0,6,2
1349,66061886.0,1,128,1,1,5.16,5.16,1,0.0,2,9,5.16,0.0,0.0,1,2
1350,67255423.0,1,114,1,1,17.24,17.24,1,0.0,2,2,17.24,0.0,0.0,2,2
1351,67896682.0,1,93,1,1,20.98,20.98,1,0.0,2,19,20.98,0.0,0.0,3,2
1352,68788413.0,1,107,1,1,5.69,5.69,1,0.0,2,13,5.69,0.0,0.0,1,2
1353,72235857.0,1,52,1,1,9.99,9.99,1,0.0,1,15,9.99,0.0,0.0,1,2
1354,75163160.0,1,7,1,1,25.5,25.5,1,0.0,4,0,25.5,0.0,0.0,2,2
1355,79435273.0,1,114,1,1,32.19,32.19,1,0.0,2,5,32.19,0.0,0.0,2,2
1356,81694722.0,1,128,1,1,5.63,5.63,1,0.0,2,9,5.63,0.0,0.0,2,2
1357,82747514.0,1,100,1,1,87.75,87.75,1,0.0,2,17,87.75,0.0,0.0,4,2
1358,82842111.0,1,108,1,1,50.68,50.68,1,0.0,1,15,50.68,0.0,0.0,2,2
1359,88456162.0,1,86,1,1,10.3,10.3,1,0.0,2,14,10.3,0.0,0.0,2,2
1360,90914277.0,1,100,1,1,11.56,11.56,1,0.0,2,23,11.56,0.0,0.0,1,2
1361,91099149.0,1,8,1,1,69.11,69.11,1,0.0,3,2,69.11,0.0,0.0,2,2
1362,91960562.0,1,107,1,1,44.79,44.79,1,0.0,2,11,44.79,0.0,0.0,3,2
1363,94106384.0,1,99,1,1,14.67,14.67,1,0.0,3,14,14.67,0.0,0.0,2,2
1364,99668116.0,1,58,1,1,51.62,51.62,1,0.0,2,9,51.62,0.0,0.0,2,2
1365,110659894.0,1,107,1,1,32.33,32.33,1,0.0,2,7,32.33,0.0,0.0,2,2
1366,145326252.0,1,30,1,1,5.11,5.11,1,0.0,2,20,5.11,0.0,0.0,2,2
1367,250573702.0,1,58,1,1,11.92,11.92,1,0.0,2,4,11.92,0.0,0.0,2,2
1368,259211513.0,1,45,1,1,5.62,5.62,1,0.0,1,16,5.62,0.0,0.0,3,2
